msa,quarter,industry,company,CIK,STREET1,city,state,zip,ENTITYTYPE,JURISDICTIONOFINC,ACCESSIONNUMBER
dallas,2016q4,Other Health Care,"USRC Beretania, LLC",0001689768,"C/O U.S. RENAL CARE, INC.",plano,TX,75024,Limited Liability Company,DELAWARE,0001689768-16-000002
dallas,2016q4,Other Health Care,"USRC West Oahu, LLC",0001689767,"C/O U.S. RENAL CARE, INC.",plano,TX,75024,Limited Liability Company,DELAWARE,0001689767-16-000001
philadelphia,2016q4,Biotechnology,"Keriton, LLC",0001690238,3401 MARKET STREET,philadelphia,PA,19104,Limited Liability Company,DELAWARE,0001690238-16-000001
dallas,2016q4,Other Health Care,"Catapult Health, LLC",0001509247,"8144 WALNUT HILL LANE, SUITE 1120",dallas,TX,75231,Limited Liability Company,TEXAS,0001509247-16-000004
pittsburgh,2016q4,Other Health Care,"Maxim Health, LLC",0001689807,300 PENN CENTER BOULEVARD,pittsburgh,PA,15235,Limited Liability Company,PENNSYLVANIA,0000898432-16-003069
dallas,2016q4,Other Health Care,"Aviator Holdings, LLC",0001688025,321 N. CENTRAL EXPRESSWAY,mckinney,TX,75070,Limited Liability Company,TEXAS,0001688025-16-000002
pittsburgh,2016q4,Other Health Care,"Neuro Kinetics, Inc.",0001463256,128 GAMMA DRIVE,pittsburgh,PA,15238,Corporation,PENNSYLVANIA,0001463256-16-000001
atlanta,2016q4,Other Health Care,"Brookhaven Medical, Inc.",0001592473,"3424 PEACHTREE ROAD, NE",atlanta,GA,30326,Corporation,DELAWARE,0001592473-16-000007
atlanta,2016q4,Other Health Care,"Rimidi Diabetes, Inc.",0001556272,400 Trabert Avenue,atlanta,GA,30309,Corporation,DELAWARE,0001556272-16-000003
dallas,2016q4,Other Health Care,"USRC Briarfield Home, LLC",0001688566,"C/O U.S. RENAL CARE, INC.",plano,TX,75024,Limited Liability Company,OHIO,0001688566-16-000001
dallas,2016q4,Other Health Care,"USRC Talmadge Road Home, LLC",0001688561,"C/O U.S. RENAL CARE, INC.",plano,TX,75024,Limited Liability Company,DELAWARE,0001688561-16-000001
philadelphia,2016q4,Other Health Care,"Vesper Medical, Inc.",0001687800,"1285 DRUMMERS LANE, #200",wayne,PA,19087,Corporation,DELAWARE,0001687800-16-000001
atlanta,2016q4,Other Health Care,PERIMETER CENTER FOR OUTPATIENT SURGERY LP,0001160740,1140 HAMMOND DRIVE,atlanta,GA,30328,Limited Partnership,GEORGIA,0001129480-16-000002
dallas,2016q4,Other Health Care,"CelSana, LLC",0001688746,6642 N. RIVERSIDE DRIVE,fort worth,TX,76137,Limited Liability Company,TEXAS,0001688746-16-000001
baltimore,2016q4,Biotechnology,"Gemstone BioTherapeutics, LLC",0001644667,180 W. OSTEND STREET,baltimore,MD,21230,Limited Liability Company,MARYLAND,0001014100-16-000052
philadelphia,2016q4,Pharmaceuticals,"QR Pharma, Inc.",0001477845,"1055 WESTLAKES DRIVE, SUITE 300",berwyn,PA,19312,Corporation,DELAWARE,0001477845-16-000003
pittsburgh,2016q4,Biotechnology,"AbiliLife, Inc.",0001651121,6024 BROAD STREET,pittsburgh,PA,15206,Corporation,DELAWARE,0001651121-16-000003
dallas,2016q4,Other Health Care,"Ocudyne, Inc.",0001590563,5201 West Park Blvd.,plano,TX,75093,Corporation,DELAWARE,0001590563-16-000001
baltimore,2016q4,Other Health Care,"Zygood,LLC",0001678066,14600 VIBURNUM COURT,dayton,MD,21036,Limited Liability Company,MARYLAND,0001678066-16-000002
baltimore,2016q4,Other Health Care,"Nava Management, LLC",0001686259,"9755 PATUXENT WOODS DRIVE, SUITE 100",columbia,MD,21046,Limited Liability Company,DELAWARE,0001686259-16-000001
atlanta,2016q4,Pharmaceuticals,"Clearside Biomedical, Inc.",0001539029,"1220 Old Alpharetta Road, Suite 300",alpharetta,GA,30005,Corporation,DELAWARE,0001209191-16-145754
dallas,2016q4,Other Health Care,"Grava Med Solutions, LLC",0001687268,8202 CLUB MEADOW DRIVE,dallas,TX,75243,Limited Liability Company,TEXAS,0001687268-16-000001
atlanta,2016q4,Other Health Care,"CHILDRENS HEALTHCARE OF ATLANTA SURGERY CENTER AT MERIDIAN MARK PLAZA, LLC",0001200058,5445 MERIDIAN MARK ROAD NE,atlanta,GA,30342,Limited Liability Company,GEORGIA,0001200058-16-000005
baltimore,2016q4,Biotechnology,"Cordex Systems, Inc",0001642403,415 FOURTH STREET,annapolis,MD,20815,Corporation,MARYLAND,0001642403-16-000002
dallas,2016q4,Other Health Care,"USRC Napa, LLC",0001687008,"C/O U.S. RENAL CARE, INC.",plano,TX,75024,Limited Liability Company,DELAWARE,0001687008-16-000001
dallas,2016q4,Biotechnology,"Septum Solutions, L.L.C.",0001686958,60 VILLAGE LANE,colleyville,TX,76034,Limited Liability Company,SOUTH DAKOTA,0001686958-16-000002
dallas,2016q4,Other Health Care,"USRC Casper, LLC",0001685983,"C/O U.S. RENAL CARE, INC.",plano,TX,75024,Limited Liability Company,WYOMING,0001685983-16-000001
philadelphia,2017q1,Other Health Care,KSEP LLC,0001702669,3100 N. 17TH STREET,philadelphia,PA,19132,Limited Liability Company,PENNSYLVANIA,0001702669-17-000001
baltimore,2017q1,Other Health Care,"Arcarius, LLC",0001702611,714 SOUTH WOLFE STREET,baltimore,MD,21231,Limited Liability Company,MARYLAND,0001702611-17-000001
pittsburgh,2017q1,Biotechnology,"SkinJect, Inc.",0001640615,4981 McKnight Road,pittsburgh,PA,15237,Corporation,PENNSYLVANIA,0001640615-17-000001
philadelphia,2017q1,Pharmaceuticals,"OrthogenRx, Inc.",0001584198,3805 OLD EASTON ROAD,doylestown,PA,18902,Corporation,PENNSYLVANIA,0001584198-17-000002
pittsburgh,2017q1,Other Health Care,"Interphase Medical Equipment, Inc.",0001701580,162 Industry Drive,pittsburgh,PA,15275,Corporation,DELAWARE,0001701580-17-000001
baltimore,2017q1,Biotechnology,"xMD Diagnostics, LLC",0001698878,3 CUMBERLAND COURT,annapolis,MD,21401,Limited Liability Company,MARYLAND,0001698878-17-000001
dallas,2017q1,Other Health Care,"Gramercy Extremity Orthopedics, LLC",0001655147,1239 N. Glenville Drive,richardson,TX,75081,Limited Liability Company,TEXAS,0001655147-17-000002
philadelphia,2017q1,Other Health Care,"Elemental Health Group, LLC",0001700215,"1950 BUTLER PIKE, NO. 254",conshohocken,PA,19428,Limited Liability Company,PENNSYLVANIA,0001700215-17-000001
pittsburgh,2017q1,Other Health Care,Helomics Holding Corp,0001691887,91 43RD STREET,pittsburgh,PA,15201,Corporation,DELAWARE,0001213900-17-002793
philadelphia,2017q1,Other Health Care,"SNIDER HEALTH, LLC",0001700809,Wells Fargo Center,philadelphia,PA,19148,Limited Liability Company,PENNSYLVANIA,0001700809-17-000001
philadelphia,2017q1,Other Health Care,"Bainbridge Health, Inc.",0001701807,2001 MARKET STREET,philadelphia,PA,19108,Corporation,DELAWARE,0001701807-17-000001
baltimore,2017q1,Other Health Care,"Nature's Care & Wellness, LLC",0001699767,4940 CAMPBELL BLVD.,nottingham,MD,21236,Limited Liability Company,MARYLAND,0001699767-17-000003
dallas,2017q1,Pharmaceuticals,"ACTUATE THERAPEUTICS, INC.",0001652935,1401 FOCH STREET,fort worth,TX,76107,Corporation,DELAWARE,0001652935-17-000002
atlanta,2017q1,Other Health Care,"Valeris Medical, Inc.",0001684089,200 COBB PARKWAY NORTH,marietta,GA,30062,Corporation,GEORGIA,0001684089-17-000003
baltimore,2017q1,Other Health Care,"NovaSom, Inc",0001487143,"801 CROMWELL PARK DRIVE, SUITE 801",glen burnie,MD,21061,Corporation,DELAWARE,0001487143-17-000001
philadelphia,2017q1,Other Health Care,"PhotoSonix Medical, Inc.",0001653289,23 BROOKLINE COURT,ambler,PA,19002,Corporation,DELAWARE,0001653289-17-000001
philadelphia,2017q1,Other Health Care,"CanSurround, PBC",0001605486,"1815 WEST 13TH STREET, SUITE 5",wilmington,DE,19806,Corporation,DELAWARE,0001605486-17-000002
baltimore,2017q1,Other Health Care,"BioMedx Group, Inc.",0001699297,1101 E. 33RD STREET,baltimore,MD,21218,Corporation,DELAWARE,0001699297-17-000001
baltimore,2017q1,Other Health Care,"Capital Funding Bancorp, Inc.",0001699468,1422 CLARKVIEW ROAD,baltimore,MD,21202,Corporation,MARYLAND,0001382963-17-000057
baltimore,2017q1,Biotechnology,"Cordex Systems, Inc",0001642403,415 FOURTH STREET,annapolis,MD,20815,Corporation,MARYLAND,0001642403-17-000001
dallas,2017q1,Other Health Care,"USRC HICKORY HILLS, LLC",0001699224,5851 LEGACY CIRCLE,plano,TX,75024,Limited Liability Company,ILLINOIS,0001699224-17-000001
dallas,2017q1,Other Health Care,"USRC WEST CHICAGO, LLC",0001699222,5851 LEGACY CIRCLE,plano,TX,75024,Limited Liability Company,ILLINOIS,0001699222-17-000001
dallas,2017q1,Other Health Care,"RECODE THERAPEUTICS, INC.",0001693764,815 NATIONAL DR.,irving,TX,75060,Corporation,TEXAS,0001693764-17-000002
pittsburgh,2017q1,Biotechnology,Knopp Biosciences LLC,0001497598,2100 WHARTON STREET,pittsburgh,PA,15203,Limited Liability Company,DELAWARE,0000898432-17-000317
pittsburgh,2017q1,Other Health Care,"Neuro Kinetics, Inc.",0001463256,128 GAMMA DRIVE,pittsburgh,PA,15238,Corporation,PENNSYLVANIA,0001463256-17-000001
philadelphia,2017q1,Biotechnology,WINDTREE THERAPEUTICS INC /DE/,0000946486,2600 KELLY ROAD,warrington,PA,18976,Corporation,DELAWARE,0000946486-17-000001
baltimore,2017q1,Other Health Care,Cardiosolv Ablation Technologies Inc.,0001698904,2443 MARYLAND AVENUE,baltimore,MD,21218,Corporation,DELAWARE,0001698904-17-000001
dallas,2017q1,Other Health Care,"Cariloop, Inc.",0001608368,4848 LEMMON AVE. #100-760,dallas,TX,75219,Corporation,DELAWARE,0001608368-17-000001
baltimore,2017q1,Biotechnology,"Insilico Medicine, Inc.",0001698493,1101 E. 33RD ST,baltimore,MD,21218,Corporation,DELAWARE,0001698493-17-000001
philadelphia,2017q1,Other Health Care,"OneHealthCompany, Inc.",0001696803,3401 MARKET STREET,philadelphia,PA,19104,Corporation,DELAWARE,0001696803-17-000001
pittsburgh,2017q1,Biotechnology,ALUNG TECHNOLOGIES INC,0001179295,2500 JANE STREET,pittsburgh,PA,15203,Corporation,PENNSYLVANIA,0001179295-17-000002
dallas,2017q1,Other Health Care,PGCS PC Tapestry Tallahassee Assisted Living & Memory Care LP,0001697771,9330 LBJ FREEWAY SUITE 900,dallas,TX,75243,Limited Partnership,TEXAS,0001697771-17-000001
atlanta,2017q1,Other Health Care,Q CARE INTERNATIONAL LLC,0001034485,680 ATLANTA COUNTRY CLUB DR,marietta,GA,30067,Limited Liability Company,GEORGIA,0001034485-17-000002
philadelphia,2017q1,Other Health Care,"Genomind, Inc.",0001604902,2200 Renaissance Boulevard,king of prussia,PA,19406-2755,Corporation,DELAWARE,0001604902-17-000001
atlanta,2017q1,Pharmaceuticals,"Havix Group, Inc",0001650186,9488 JACKSON TRAIL ROAD,hoschton,GA,30548,Corporation,DELAWARE,0001650186-17-000004
philadelphia,2017q1,Pharmaceuticals,HEMISPHERX BIOPHARMA INC,0000946644,"1617 JFK BLVD, SUITE #500",philadelphia,PA,19103,Corporation,DELAWARE,0000946644-17-000002
baltimore,2017q1,Biotechnology,"AsclepiX Therapeutics, LLC",0001697751,810 WYMAN PARK DRIVE,baltimore,MD,21211,Limited Liability Company,MARYLAND,0001697751-17-000001
philadelphia,2017q1,Biotechnology,"ZSX Medical, LLC",0001668486,3001 MARKET STREET,philadelphia,PA,19104,Limited Liability Company,DELAWARE,0001668486-17-000001
philadelphia,2017q1,Other Health Care,"Motus GI Holdings, Inc.",0001686850,150 UNION SQUARE DRIVE,new hope,PA,18938,Corporation,DELAWARE,0000905718-17-000178
philadelphia,2017q1,Biotechnology,"Ocugen, Inc.",0001696601,ONE GREAT VALLEY PARKWAY,malvern,PA,19355,Corporation,DELAWARE,0001696601-17-000003
philadelphia,2017q1,Pharmaceuticals,WELLESLEY PHARMACEUTICALS LLC,0001634861,3 VALLEY VIEW DRIVE,newtown,PA,18940,Limited Liability Company,DELAWARE,0001634861-17-000001
dallas,2017q1,Pharmaceuticals,"ACTUATE THERAPEUTICS, INC.",0001652935,1401 FOCH STREET,fort worth,TX,76107,Corporation,DELAWARE,0001652935-17-000001
philadelphia,2017q1,Biotechnology,"Ocugen, Inc.",0001696601,ONE GREAT VALLEY PARKWAY,malvern,PA,19355,Corporation,DELAWARE,0001696601-17-000002
baltimore,2017q1,Pharmaceuticals,"Axxia Pharmaceuticals, LLC",0001514545,2614 WEST MEDICAL HALL ROAD,bel air,MD,21015,Limited Liability Company,MARYLAND,0001514545-17-000003
philadelphia,2017q1,Biotechnology,PhaseBio Pharmaceuticals Inc,0001169245,One Great Valley Parkway,malvern,PA,19355,Corporation,DELAWARE,0001169245-17-000002
atlanta,2017q1,Other Health Care,"Valeris Medical, Inc.",0001684089,200 COBB PARKWAY NORTH,marietta,GA,30062,Corporation,GEORGIA,0001684089-17-000002
philadelphia,2017q1,Biotechnology,"TELA Bio, Inc.",0001561921,"1 GREAT VALLEY PARKWAY, SUITE 24",malvern,PA,19355,Corporation,DELAWARE,0001561921-17-000001
atlanta,2017q1,Biotechnology,"Vivex Biomedical, Inc.",0001581881,3200 Windy Hill Road,atlanta,GA,30339,Corporation,DELAWARE,0001581881-17-000001
baltimore,2017q1,Other Health Care,"Evolution Wellness, LLC",0001660891,915 S. WOLFE STREET,baltimore,MD,21231,Limited Liability Company,MARYLAND,0001660891-17-000001
atlanta,2017q1,Other Health Care,AMBLYOTECH INC.,0001695495,1508 OLD HUNTERS TRACE,marietta,GA,30062,Corporation,DELAWARE,0000919574-17-000708
atlanta,2017q1,Other Health Care,PERIMETER CENTER FOR OUTPATIENT SURGERY LP,0001160740,1140 HAMMOND DRIVE,atlanta,GA,30328,Limited Partnership,GEORGIA,0001160740-17-000001
atlanta,2017q1,Other Health Care,"REACH Health, Inc.",0001500088,4501 NORTH POINT PARKWAY,alpharetta,GA,30022,Corporation,DELAWARE,0001500088-17-000001
philadelphia,2017q1,Other Health Care,"Flowmetric Life Sciences, Inc.",0001695069,3805 OLD EASTON ROAD,doylestown,PA,18902,Corporation,DELAWARE,0001140361-17-002375
baltimore,2017q1,Biotechnology,"Sonavex, Inc.",0001645892,810 WYMAN PARK DRIVE,baltimore,MD,21211,Corporation,DELAWARE,0001645892-17-000001
pittsburgh,2017q1,Biotechnology,COGNITION THERAPEUTICS INC,0001455365,2403 SIDNEY STREET,pittsburgh,PA,15203,Corporation,DELAWARE,0001455365-17-000001
philadelphia,2017q1,Other Health Care,"Intact Vascular, Inc.",0001557120,"1285 DRUMMERS LANE, SUITE 200",wayne,PA,19087,Corporation,DELAWARE,0001557120-17-000002
atlanta,2017q1,Biotechnology,FEMASYS INC,0001339005,3950 JOHNS CREEK COURT,suwanee,GA,30024,Corporation,DELAWARE,0001339005-17-000001
philadelphia,2017q1,Biotechnology,"Tarsa Therapeutics, Inc.",0001475030,8 PENN CENTER,philadelphia,PA,19103,Corporation,DELAWARE,0001475030-17-000001
dallas,2017q1,Other Health Care,ORAMETRIX INC,0001119087,2350 CAMPBELL CREEK BOULEVARD,richardson,TX,75082,Corporation,DELAWARE,0001119087-17-000001
atlanta,2017q1,Other Health Care,"BLA Technology, LLC",0001522591,940 REGENCY CREST DRIVE,atlanta,GA,30331,Limited Liability Company,GEORGIA,0001522591-17-000001
pittsburgh,2017q1,Biotechnology,ALUNG TECHNOLOGIES INC,0001179295,2500 JANE STREET,pittsburgh,PA,15203,Corporation,PENNSYLVANIA,0001179295-17-000001
pittsburgh,2017q1,Biotechnology,"Intelomed, Inc.",0001482781,PINE CORPORATE CENTER 3,pittsburgh,PA,15090,Corporation,DELAWARE,0001213900-17-000177
pittsburgh,2017q1,Biotechnology,Carmell Therapeutics Corp,0001517941,3636 Boulevard of the Allies,pittsburgh,PA,15213,Corporation,DELAWARE,0001517941-17-000001
atlanta,2017q1,Pharmaceuticals,GALECTIN THERAPEUTICS INC,0001133416,4960 PEACHTREE INDUSTRIAL BOULEVARD,norcross,GA,30071,Corporation,NEVADA,0001133416-17-000001
dallas,2017q1,Other Health Care,"RECODE THERAPEUTICS, INC.",0001693764,815 NATIONAL DR.,irving,TX,75060,Corporation,TEXAS,0001693764-17-000001
baltimore,2017q1,Biotechnology,Centrexion Therapeutics Corp,0001592052,"509 S. EXETER ST., SUITE 202",baltimore,MD,21202,Corporation,DELAWARE,0001012975-17-000014
atlanta,2017q1,Other Health Care,"Excel Health, LLC",0001693389,1201 WEST PEACHTREE STREET,atlanta,GA,30309,Limited Liability Company,GEORGIA,0001693389-17-000001
dallas,2017q1,Other Health Care,"SENIOR CARE CENTERS, LLC",0001465319,"600 N. PEARL ST., SUITE 1100",dallas,TX,75201,Limited Liability Company,DELAWARE,0001192482-17-000004
dallas,2017q1,Other Health Care,"Fuse Medical, Inc.",0000319016,1300 SUMMIT AVE,fort worth,TX,76102,Corporation,DELAWARE,0000319016-17-000003
philadelphia,2017q2,Other Health Care,"Amalgam Rx, Inc.",0001667234,206 ALAPOCAS DRIVE,wilmington,DE,19803,Corporation,DELAWARE,0001667234-17-000003
pittsburgh,2017q2,Biotechnology,Knopp Biosciences LLC,0001497598,2100 WHARTON STREET,pittsburgh,PA,15203,Limited Liability Company,DELAWARE,0000898432-17-000689
atlanta,2017q2,Biotechnology,Rion LLC,0001707577,1735 BUFORD HIGHWAY,cumming,GA,30041,Limited Liability Company,MINNESOTA,0001707577-17-000001
philadelphia,2017q2,Other Health Care,"Caliber Therapeutics, Inc.",0001710388,150 UNION SQUARE DRIVE,new hope,PA,18938,Corporation,DELAWARE,0001710388-17-000001
dallas,2017q2,Biotechnology,"Nacuity Pharmaceuticals, Inc.",0001690279,FORT WORTH CLUB BLDG.,fort worth,TX,76102,Corporation,DELAWARE,0001250853-17-000059
pittsburgh,2017q2,Other Health Care,Rijuven Corp.,0001555522,"WEXFORD TOWN CENTER, SUITE 104",wexford,PA,15090,Corporation,DELAWARE,0001555522-17-000002
dallas,2017q2,Other Health Care,"SENIOR CARE CENTERS, LLC",0001465319,"600 N. PEARL ST., SUITE 1100",dallas,TX,75201,Limited Liability Company,DELAWARE,0001192482-17-000180
philadelphia,2017q2,Pharmaceuticals,"Onspira Therapeutics, Inc.",0001709961,"101 LINDENWOOD DRIVE, SUITE 400",malvern,PA,19355,Corporation,DELAWARE,0001709961-17-000001
philadelphia,2017q2,Pharmaceuticals,"Dynamis Pharmaceuticals, Inc.",0001708606,261 OLD YORK ROAD,jenkintown,PA,19046,Corporation,DELAWARE,0001708606-17-000001
dallas,2017q2,Other Health Care,"ImplementHIT, Inc",0001708809,4111 RAWLINS ST,dallas,TX,75219,Limited Liability Company,NEVADA,0001708809-17-000001
philadelphia,2017q2,Biotechnology,"Imvax, Inc.",0001708970,"40 WEST EVERGREEN AVENUE, SUITE 101",philadelphia,PA,19118,Corporation,DELAWARE,0001708970-17-000003
dallas,2017q2,Other Health Care,"USRC Covington, LLC",0001708668,5851 LEGACY CIRCLE,plano,TX,75024,Limited Liability Company,DELAWARE,0001708668-17-000001
philadelphia,2017q2,Biotechnology,CARMA Therapeutics Inc.,0001708649,3401 GRAYS FERRY AVENUE,philadelphia,PA,19146,Corporation,DELAWARE,0001708649-17-000001
philadelphia,2017q2,Pharmaceuticals,"Ocugen, Inc.",0001696601,ONE GREAT VALLEY PARKWAY,malvern,PA,19355,Corporation,DELAWARE,0001696601-17-000004
philadelphia,2017q2,Other Health Care,"Neuronetics, Inc.",0001227636,3222 Phoenixville Pike,malvern,PA,19355,Corporation,DELAWARE,0001192482-17-000168
dallas,2017q2,Other Health Care,"Greenville Surgery Center, LLC",0000802461,"7150 GREENVILLE AVE., SUITE 200",dallas,TX,75231,Limited Liability Company,TEXAS,0000802461-17-000002
atlanta,2017q2,Other Health Care,Brijjitco LLC,0001709095,"3044 NANCY CREEK ROAD, N.W.",atlanta,GA,30309,Limited Liability Company,GEORGIA,0001709095-17-000001
philadelphia,2017q2,Other Health Care,KEYSTONE MOBILE PARTNERS LP,0001174003,2701 BLAIR MILL ROAD,willow grove,PA,19090,Limited Partnership,PENNSYLVANIA,0001174003-17-000001
pittsburgh,2017q2,Other Health Care,Helomics Holding Corp,0001691887,91 43RD STREET,pittsburgh,PA,15201,Corporation,DELAWARE,0001213900-17-006315
philadelphia,2017q2,Other Health Care,"Trice Medical, Inc.",0001542869,"1000 CONTINENTAL DRIVE, STE. 240",king of prussia,PA,19406,Corporation,DELAWARE,0001542869-17-000001
philadelphia,2017q2,Pharmaceuticals,"Ralexar Therapeutics, Inc.",0001596494,101 LINDENWOOD DRIVE,malvern,PA,19355,Corporation,DELAWARE,0001596494-17-000002
pittsburgh,2017q2,Other Health Care,Fitness Integration LLC,0001681977,362 TERRACE PLACE,oakmont,PA,15139,Limited Liability Company,PENNSYLVANIA,0001681977-17-000002
atlanta,2017q2,Other Health Care,"VERTERA, INC.",0001707173,"739 TRABERT AVENUE, N.W.",atlanta,GA,30318-4241,Corporation,GEORGIA,0001707173-17-000001
philadelphia,2017q2,Biotechnology,Immunome Inc.,0001472012,3624 MARKET STREET,philadelphia,PA,19104,Corporation,DELAWARE,0001472012-17-000003
baltimore,2017q2,Biotechnology,"Paragon Bioservices, Inc.",0001623394,801 W. BALTIMORE STREET,baltimore,MD,21201,Corporation,DELAWARE,0001014100-17-000035
baltimore,2017q2,Biotechnology,CoolTech,0001654194,40 EAST CROSS ST.,baltimore,MD,21230,Limited Liability Company,MARYLAND,0001654194-17-000002
dallas,2017q2,Biotechnology,Evergaze Holdings LLC,0001665841,1878 FIRMAN DR.,richardson,TX,75081,Limited Liability Company,TEXAS,0001665841-17-000003
dallas,2017q2,Other Health Care,Ideal Implant Inc,0001360739,5005 LBJ FREEWAY,dallas,TX,75244,Corporation,TEXAS,0001360739-17-000002
philadelphia,2017q2,Other Health Care,LIA Diagnostics Inc.,0001656738,1015 Chestnut Street,philadelphia,PA,19107,Corporation,DELAWARE,0001656738-17-000001
atlanta,2017q2,Biotechnology,"Vivex Biomedical, Inc.",0001581881,3200 WINDY HILL ROAD,atlanta,GA,30339,Corporation,DELAWARE,0001581881-17-000004
pittsburgh,2017q2,Biotechnology,"Peptilogics, Inc.",0001663983,3710 Forbes Avenue,pittsburgh,PA,15123,Corporation,DELAWARE,0001663983-17-000003
dallas,2017q2,Other Health Care,"Texas Health Surgery Center Bedford, LLC",0001706019,"1605 AIRPORT FREEWAY, SUITE 100",bedford,TX,76021,Limited Liability Company,TEXAS,0001706019-17-000001
baltimore,2017q2,Biotechnology,Cerecor Inc.,0001534120,400 E. PRATT ST.,baltimore,MD,21202,Corporation,DELAWARE,0001534120-17-000001
